,Product_Num,Est_Demand_All_Years
239,SH241,20.928571428571427
240,SH036,23.914285714285715
241,SH460,22.87142857142857
242,SH159,21.857142857142858
243,SH274,21.37142857142857
244,SH510,21.65714285714286
245,SH045,20.957142857142856
246,SH341,21.47142857142857
247,SH546,23.814285714285713
248,SH193,20.571428571428573
249,SH048,20.314285714285713
250,SH279,18.6
251,SH145,22.114285714285714
252,SH390,22.7
253,SH032,24.542857142857144
254,SH085,22.242857142857144
255,SH002,22.442857142857143
256,SH406,21.228571428571428
257,SH252,23.2
258,SH080,20.47142857142857
259,SH270,21.357142857142858
260,SH506,18.557142857142857
261,SH119,21.571428571428573
262,SH278,22.5
263,SH530,21.414285714285715
264,SH415,21.914285714285715
265,SH526,21.8
266,SH187,21.071428571428573
267,SH100,19.714285714285715
268,SH034,18.62857142857143
269,SH290,22.457142857142856
270,SH150,21.271428571428572
271,SH254,23.97142857142857
272,SH166,22.057142857142857
273,SH330,22.271428571428572
274,SH209,21.82857142857143
275,SH128,23.514285714285716
276,SH189,18.271428571428572
277,SH244,24.642857142857142
278,SH139,22.257142857142856
279,SH440,24.3
280,SH304,22.428571428571427
281,SH060,23.257142857142856
282,SH444,22.314285714285713
283,SH175,22.742857142857144
284,SH004,21.071428571428573
285,SH514,19.84285714285714
286,SH543,23.457142857142856
287,SH269,21.47142857142857
288,SH553,20.571428571428573
289,SH057,25.242857142857144
290,SH490,26.857142857142858
291,SH099,25.428571428571427
292,SH109,22.5
293,SH351,20.15714285714286
294,SH137,23.742857142857144
295,SH388,20.557142857142857
296,SH319,21.1
297,SH261,20.457142857142856
298,SH105,20.9
299,SH258,23.67142857142857
300,SH055,20.514285714285716
301,SH155,21.242857142857144
302,SH242,22.457142857142856
303,SH019,21.02857142857143
304,SH017,21.042857142857144
305,SH171,23.514285714285716
306,SH364,21.957142857142856
307,SH522,20.728571428571428
308,SH358,21.37142857142857
309,SH262,20.557142857142857
310,SH419,23.228571428571428
311,SH140,20.928571428571427
312,SH287,20.514285714285716
313,SH295,20.17142857142857
314,SH033,21.114285714285714
315,SH164,22.142857142857142
316,SH283,21.12857142857143
317,SH529,21.957142857142856
318,SH426,22.242857142857144
319,SH067,21.52857142857143
320,SH435,23.414285714285715
321,SH297,22.6
322,SH064,23.12857142857143
323,SH079,20.714285714285715
324,SH157,25.7
325,SH248,21.114285714285714
326,SH452,20.428571428571427
327,SH538,21.02857142857143
328,SH509,22.514285714285716
329,SH160,20.32857142857143
330,SH134,24.514285714285716
331,SH309,21.3
332,SH413,22.114285714285714
333,SH014,22.12857142857143
334,SH350,21.014285714285716
335,SH221,23.414285714285715
336,SH396,23.8
337,SH473,17.87142857142857
338,SH416,20.84285714285714
339,SH349,18.17142857142857
340,SH441,20.757142857142856
341,SH537,23.228571428571428
342,SH037,24.457142857142856
343,SH104,21.642857142857142
344,SH317,20.542857142857144
345,SH127,23.457142857142856
346,SH072,22.614285714285714
347,SH040,21.642857142857142
348,SH336,21.857142857142858
349,SH005,23.3
350,SH515,24.357142857142858
351,SH498,20.12857142857143
352,SH148,22.17142857142857
353,SH143,21.057142857142857
354,SH061,21.8
355,SH218,20.52857142857143
356,SH212,18.37142857142857
357,SH536,21.714285714285715
358,SH170,21.042857142857144
359,SH380,20.47142857142857
360,SH142,19.942857142857143
361,SH329,20.0
362,SH201,23.814285714285713
363,SH554,20.428571428571427
364,SH245,22.442857142857143
365,SH050,21.87142857142857
366,SH027,21.7
367,SH093,19.2
368,SH286,22.52857142857143
369,SH126,21.9
370,SH409,19.957142857142856
371,SH013,21.271428571428572
372,SH323,20.257142857142856
373,SH411,21.042857142857144
374,SH132,25.1
375,SH179,22.942857142857143
376,SH320,23.114285714285714
377,SH059,23.414285714285715
378,SH207,22.642857142857142
379,SH226,20.942857142857143
380,SH068,21.242857142857144
381,SH408,23.114285714285714
382,SH524,19.928571428571427
383,SH162,22.12857142857143
384,SH480,22.2
385,SH101,22.214285714285715
386,SH324,24.271428571428572
387,SH046,20.9
388,SH058,21.6
389,SH074,22.314285714285713
390,SH230,22.242857142857144
391,SH007,22.014285714285716
392,SH188,24.15714285714286
393,SH196,23.257142857142856
394,SH177,20.37142857142857
395,SH284,24.714285714285715
396,SH300,21.37142857142857
397,SH049,21.314285714285713
398,SH062,22.914285714285715
399,SH551,21.34285714285714
400,SH089,22.7
401,SH373,20.82857142857143
402,SH102,22.057142857142857
403,SH208,21.82857142857143
404,SH298,24.042857142857144
405,SH366,24.457142857142856
406,SH355,19.7
407,SH511,19.9
408,SH003,23.17142857142857
409,SH141,19.757142857142856
410,SH227,18.12857142857143
411,SH463,23.17142857142857
412,SH402,21.071428571428573
413,SH527,22.17142857142857
414,SH458,20.82857142857143
415,SH015,19.4
416,SH439,22.728571428571428
417,SH257,24.428571428571427
418,SH303,20.37142857142857
419,SH475,22.514285714285716
420,SH389,22.15714285714286
421,SH521,18.042857142857144
422,SH397,21.214285714285715
423,SH352,19.82857142857143
424,SH129,20.97142857142857
425,SH020,21.34285714285714
426,SH455,23.12857142857143
427,SH322,23.742857142857144
428,SH431,19.942857142857143
429,SH216,19.142857142857142
430,SH053,21.97142857142857
431,SH063,22.3
432,SH133,24.15714285714286
433,SH291,22.642857142857142
434,SH545,22.5
435,SH305,21.242857142857144
436,SH462,20.057142857142857
437,SH504,22.642857142857142
438,SH356,21.5
439,SH130,22.742857142857144
440,SH372,23.142857142857142
441,SH084,22.228571428571428
442,SH277,21.142857142857142
443,SH152,23.557142857142857
444,SH398,21.242857142857144
445,SH327,22.34285714285714
446,SH425,22.928571428571427
447,SH361,20.87142857142857
448,SH200,21.057142857142857
449,SH470,23.071428571428573
450,SH331,19.8
451,SH547,23.2
452,SH111,21.428571428571427
453,SH184,23.071428571428573
454,SH449,23.757142857142856
455,SH459,20.442857142857143
456,SH112,23.2
457,SH379,21.057142857142857
458,SH517,19.82857142857143
459,SH383,22.37142857142857
460,SH429,23.714285714285715
461,SH010,19.771428571428572
462,SH456,21.5
463,SH029,21.757142857142856
464,SH371,19.9
465,SH491,24.0
466,SH091,22.428571428571427
467,SH495,22.17142857142857
468,SH122,26.3
469,SH357,18.4
470,SH454,24.15714285714286
471,SH251,26.7
472,SH476,20.84285714285714
473,SH533,23.557142857142857
474,SH146,24.457142857142856
475,SH519,22.97142857142857
476,SH222,23.3
477,SH117,23.142857142857142
478,SH077,18.3
479,SH125,22.3
480,SH500,21.271428571428572
481,SH271,22.1
482,SH131,21.257142857142856
483,SH001,23.728571428571428
484,SH457,22.9
485,SH120,23.65714285714286
486,SH282,20.757142857142856
487,SH418,26.2
488,SH370,19.5
489,SH488,20.742857142857144
490,SH144,22.442857142857143
491,SH437,21.3
492,SH477,21.12857142857143
493,SH494,24.4
494,SH483,21.728571428571428
495,SH233,22.428571428571427
496,SH202,21.914285714285715
497,SH246,21.857142857142858
498,SH367,22.614285714285714
499,SH070,19.771428571428572
500,SH018,25.67142857142857
501,SH525,27.2
502,SH203,25.02857142857143
503,SH496,24.542857142857144
504,SH507,22.114285714285714
505,SH347,23.742857142857144
506,SH556,21.15714285714286
507,SH116,22.742857142857144
508,SH374,19.52857142857143
509,SH403,23.757142857142856
510,SH523,23.771428571428572
511,SH542,22.557142857142857
512,SH438,20.557142857142857
513,SH167,18.728571428571428
514,SH168,21.942857142857143
515,SH229,20.814285714285713
516,SH484,23.457142857142856
517,SH260,20.571428571428573
518,SH296,23.057142857142857
519,SH325,23.757142857142856
520,SH378,21.12857142857143
521,SH247,21.1
522,SH135,20.928571428571427
523,SH348,24.442857142857143
524,SH081,20.84285714285714
525,SH505,20.557142857142857
526,SH369,18.9
527,SH236,24.84285714285714
528,SH382,23.942857142857143
529,SH314,19.557142857142857
530,SH354,21.414285714285715
531,SH289,22.571428571428573
532,SH009,22.014285714285716
533,SH249,20.271428571428572
534,SH362,20.97142857142857
535,SH043,22.771428571428572
536,SH095,21.114285714285714
537,SH158,24.942857142857143
538,SH377,17.65714285714286
539,SH232,21.928571428571427
540,SH181,21.771428571428572
541,SH121,25.414285714285715
542,SH281,20.228571428571428
543,SH275,20.228571428571428
544,SH492,24.2
545,SH422,20.928571428571427
546,SH096,22.62857142857143
547,SH315,22.12857142857143
548,SH280,20.914285714285715
549,SH407,21.87142857142857
550,SH194,21.65714285714286
551,SH042,18.757142857142856
552,SH302,21.3
553,SH206,20.542857142857144
554,SH263,21.2
555,SH335,19.571428571428573
556,SH082,21.357142857142858
